Attrition,Age,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
No,36,Travel_Frequently,1467,Sales,11,College,Technical Degree,1,118,Medium,Female,92,High,SeniorLevelL1,Sales Executive,Very High,Married,9738,22952,0,No,14,Excellent,High,80,<100ESOPShares,10,6,Better,9,7,2,8
No,36,Travel_Rarely,922,R & D,3,College,Life Sciences,1,119,Low,Female,39,High,JuniorLevel,Laboratory Technician,Very High,Divorced,2835,2561,5,No,22,Outstanding,Low,80,<100ESOPShares,7,2,Better,1,0,0,0
No,43,Travel_Frequently,394,Sales,26,College,Life Sciences,1,120,High,Male,92,High,SeniorLevelL2,Manager,Very High,Married,16959,19494,1,Yes,12,Excellent,Very High,80,100-500ESOPShares,25,3,Best,25,12,4,12
No,30,Travel_Frequently,1312,R & D,23,Bachelor,Life Sciences,1,121,Low,Male,96,Low,JuniorLevel,Research Scientist,High,Divorced,2613,22310,1,No,25,Outstanding,High,80,>500ESOPShares,10,2,Good,10,7,0,9
No,33,Non-Travel,750,Sales,22,College,Marketing,1,122,High,Male,95,High,MidLevel,Sales Executive,Medium,Married,6146,15480,0,No,13,Excellent,Low,80,<100ESOPShares,8,2,Best,7,7,0,7
Yes,56,Travel_Rarely,441,R & D,14,Master,Life Sciences,1,123,Medium,Female,72,High,JuniorLevel,Research Scientist,Medium,Married,4963,4510,9,Yes,18,Excellent,Low,80,>500ESOPShares,7,2,Better,5,4,4,3
No,51,Travel_Rarely,684,R & D,6,Bachelor,Life Sciences,1,124,Low,Male,51,High,SeniorLevelL3,Research Director,High,Single,19537,6462,7,No,13,Excellent,High,80,NoStockOption,23,5,Better,20,18,15,15
Yes,31,Travel_Rarely,249,Sales,6,Master,Life Sciences,1,125,Medium,Male,76,Low,MidLevel,Sales Executive,High,Married,6172,20739,4,Yes,18,Excellent,Medium,80,NoStockOption,12,3,Good,7,7,7,7
No,26,Travel_Rarely,841,R & D,6,Bachelor,Other,1,126,High,Female,46,Medium,JuniorLevel,Research Scientist,Medium,Married,2368,23300,1,No,19,Excellent,High,80,NoStockOption,5,3,Good,5,4,4,3
Yes,58,Travel_Rarely,147,R & D,23,Master,Medical,1,127,Very High,Female,94,High,SeniorLevelL1,Healthcare Representative,Very High,Married,10312,3465,1,No,12,Excellent,Very High,80,<100ESOPShares,40,3,Good,40,10,15,6
Yes,19,Travel_Rarely,528,Sales,22,Below College,Marketing,1,128,Very High,Male,50,High,JuniorLevel,Sales Representative,High,Single,1675,26820,1,Yes,19,Excellent,Very High,80,NoStockOption,0,2,Good,0,0,0,0
No,22,Travel_Rarely,594,R & D,2,Below College,Technical Degree,1,129,High,Male,100,High,JuniorLevel,Laboratory Technician,Very High,Married,2523,19299,0,No,14,Excellent,High,80,<100ESOPShares,3,2,Better,2,1,2,1
No,49,Travel_Rarely,470,R & D,20,Master,Medical,1,130,High,Female,96,High,MidLevel,Manufacturing Director,Low,Married,6567,5549,1,No,14,Excellent,High,80,NoStockOption,16,2,Good,15,11,5,11
No,43,Travel_Frequently,957,R & D,28,Bachelor,Medical,1,131,Medium,Female,72,Very High,JuniorLevel,Research Scientist,High,Single,4739,16090,4,No,12,Excellent,Very High,80,NoStockOption,18,2,Better,3,2,1,2
No,50,Travel_Frequently,809,Sales,12,Bachelor,Marketing,1,132,High,Female,77,High,SeniorLevelL1,Sales Executive,Very High,Single,9208,6645,4,No,11,Excellent,Very High,80,NoStockOption,16,3,Better,2,2,2,1
Yes,31,Travel_Rarely,542,Sales,20,Bachelor,Life Sciences,1,133,Medium,Female,71,Low,MidLevel,Sales Executive,High,Married,4559,24788,3,Yes,11,Excellent,High,80,<100ESOPShares,4,2,Better,2,2,2,2
No,41,Travel_Rarely,802,Sales,9,Below College,Life Sciences,1,134,High,Male,96,High,SeniorLevelL1,Sales Executive,High,Divorced,8189,21196,3,Yes,13,Excellent,High,80,<100ESOPShares,12,2,Better,9,7,0,7
No,26,Travel_Rarely,1355,Human Resources,25,Below College,Life Sciences,1,135,High,Female,61,High,JuniorLevel,Human Resources,High,Married,2942,8916,1,No,23,Outstanding,Very High,80,<100ESOPShares,8,3,Better,8,7,5,7
No,36,Travel_Rarely,216,R & D,6,College,Medical,1,136,Medium,Male,84,High,MidLevel,Manufacturing Director,Medium,Divorced,4941,2819,6,No,20,Outstanding,Very High,80,100-500ESOPShares,7,0,Better,3,2,0,1
Yes,51,Travel_Frequently,1150,R & D,8,Master,Life Sciences,1,137,Low,Male,53,Low,SeniorLevelL1,Manufacturing Director,Very High,Single,10650,25150,2,No,15,Excellent,Very High,80,NoStockOption,18,2,Better,4,2,0,3
No,39,Travel_Rarely,1329,Sales,4,Master,Life Sciences,1,138,Very High,Female,47,Medium,MidLevel,Sales Executive,High,Married,5902,14590,4,No,14,Excellent,High,80,<100ESOPShares,17,1,Best,15,11,5,9
No,25,Travel_Rarely,959,Sales,28,Bachelor,Life Sciences,1,139,Low,Male,41,Medium,MidLevel,Sales Executive,High,Married,8639,24835,2,No,18,Excellent,Very High,80,NoStockOption,6,3,Better,2,2,2,2
No,30,Travel_Rarely,1240,Human Resources,9,Bachelor,Human Resources,1,140,High,Male,48,High,MidLevel,Human Resources,Very High,Married,6347,13982,0,Yes,19,Excellent,Very High,80,NoStockOption,12,2,Bad,11,9,4,7
Yes,32,Travel_Rarely,1033,R & D,9,Bachelor,Medical,1,141,Low,Female,41,High,JuniorLevel,Laboratory Technician,Low,Single,4200,10224,7,No,22,Outstanding,Low,80,NoStockOption,10,2,Best,5,4,0,4
No,45,Travel_Rarely,1316,R & D,29,Bachelor,Medical,1,142,High,Male,83,High,JuniorLevel,Research Scientist,Very High,Single,3452,9752,5,No,13,Excellent,Medium,80,NoStockOption,9,2,Good,6,5,0,3
No,38,Travel_Rarely,364,R & D,3,Doctor,Technical Degree,1,143,Very High,Female,32,High,MidLevel,Research Scientist,High,Single,4317,2302,3,Yes,20,Outstanding,Medium,80,NoStockOption,19,2,Better,3,2,2,2
No,30,Travel_Rarely,438,R & D,18,Bachelor,Life Sciences,1,144,Low,Female,75,High,JuniorLevel,Research Scientist,High,Single,2632,23910,1,No,14,Excellent,High,80,NoStockOption,5,4,Good,5,4,0,4
No,32,Travel_Frequently,689,Sales,9,College,Medical,1,145,Very High,Male,35,Low,MidLevel,Sales Executive,Very High,Divorced,4668,22812,0,No,17,Excellent,Very High,80,>500ESOPShares,9,2,Best,8,7,0,7
No,30,Travel_Rarely,201,R & D,5,Bachelor,Technical Degree,1,146,Very High,Female,84,High,JuniorLevel,Research Scientist,Low,Divorced,3204,10415,5,No,14,Excellent,Very High,80,<100ESOPShares,8,3,Better,3,2,2,2
No,30,Travel_Rarely,1427,R & D,2,Below College,Medical,1,147,Medium,Male,35,Medium,JuniorLevel,Laboratory Technician,Very High,Single,2720,11162,0,No,13,Excellent,Very High,80,NoStockOption,6,3,Better,5,3,1,2
No,41,Travel_Frequently,857,R & D,10,Bachelor,Life Sciences,1,148,Very High,Male,91,Medium,SeniorLevelL2,Manager,Low,Divorced,17181,12888,4,No,13,Excellent,Medium,80,<100ESOPShares,21,2,Good,7,6,7,7
No,41,Travel_Rarely,933,R & D,9,Master,Life Sciences,1,149,High,Male,94,High,JuniorLevel,Laboratory Technician,Low,Married,2238,6961,2,No,21,Outstanding,Very High,80,<100ESOPShares,7,2,Better,5,0,1,4
No,19,Travel_Rarely,1181,R & D,3,Below College,Medical,1,150,Medium,Female,79,High,JuniorLevel,Laboratory Technician,Medium,Single,1483,16102,1,No,14,Excellent,Very High,80,NoStockOption,1,3,Better,1,0,0,0
No,40,Travel_Frequently,1395,R & D,26,Bachelor,Medical,1,151,Medium,Female,54,High,MidLevel,Research Scientist,Medium,Divorced,5605,8504,1,No,11,Excellent,Low,80,<100ESOPShares,20,2,Better,20,7,2,13
No,35,Travel_Rarely,662,Sales,1,Doctor,Marketing,1,152,High,Male,94,High,SeniorLevelL1,Sales Executive,Medium,Married,7295,11439,1,No,13,Excellent,Low,80,100-500ESOPShares,10,3,Better,10,8,0,6
No,53,Travel_Rarely,1436,Sales,6,College,Marketing,1,153,Medium,Male,34,High,MidLevel,Sales Representative,High,Married,2306,16047,2,Yes,20,Outstanding,Very High,80,<100ESOPShares,13,3,Bad,7,7,4,5
No,45,Travel_Rarely,194,R & D,9,Bachelor,Life Sciences,1,154,Medium,Male,60,High,MidLevel,Laboratory Technician,Medium,Divorced,2348,10901,8,No,18,Excellent,High,80,<100ESOPShares,20,2,Bad,17,9,0,15
No,32,Travel_Frequently,967,Sales,8,Bachelor,Marketing,1,155,Medium,Female,43,High,SeniorLevelL1,Sales Executive,Very High,Single,8998,15589,1,No,14,Excellent,Very High,80,NoStockOption,9,2,Better,9,8,3,7
No,29,Non-Travel,1496,R & D,1,Below College,Technical Degree,1,156,Very High,Male,41,High,MidLevel,Manufacturing Director,High,Married,4319,26283,1,No,13,Excellent,Low,80,<100ESOPShares,10,1,Better,10,7,0,9
No,51,Travel_Rarely,1169,R & D,7,Master,Medical,1,157,Medium,Male,34,Medium,MidLevel,Manufacturing Director,High,Married,6132,13983,2,No,17,Excellent,High,80,NoStockOption,10,2,Better,1,0,0,0
No,58,Travel_Rarely,1145,R & D,9,Bachelor,Medical,1,158,Medium,Female,75,Medium,JuniorLevel,Research Scientist,Medium,Married,3346,11873,4,Yes,20,Outstanding,Medium,80,<100ESOPShares,9,3,Good,1,0,0,0
No,40,Travel_Rarely,630,Sales,4,Master,Marketing,1,159,High,Male,67,Medium,SeniorLevelL1,Sales Executive,Very High,Married,10855,8552,7,No,11,Excellent,Low,80,<100ESOPShares,15,2,Good,12,11,2,11
No,34,Travel_Frequently,303,Sales,2,Master,Marketing,1,160,High,Female,75,High,JuniorLevel,Sales Representative,High,Married,2231,11314,6,No,18,Excellent,Very High,80,<100ESOPShares,6,3,Better,4,3,1,2
No,22,Travel_Rarely,1256,R & D,19,Below College,Medical,1,161,High,Male,80,High,JuniorLevel,Research Scientist,Very High,Married,2323,11992,1,No,24,Outstanding,Low,80,100-500ESOPShares,2,6,Better,2,2,2,2
No,27,Non-Travel,691,R & D,9,Bachelor,Medical,1,162,Very High,Male,57,High,JuniorLevel,Research Scientist,Medium,Divorced,2024,5970,6,No,18,Excellent,Very High,80,<100ESOPShares,6,1,Bad,2,2,2,2
No,28,Travel_Rarely,440,R & D,21,Bachelor,Medical,1,163,High,Male,42,High,JuniorLevel,Research Scientist,Very High,Married,2713,6672,1,No,11,Excellent,High,80,<100ESOPShares,5,2,Bad,5,2,0,2
No,57,Travel_Rarely,334,R & D,24,College,Life Sciences,1,164,High,Male,83,Very High,SeniorLevelL1,Healthcare Representative,Very High,Divorced,9439,23402,3,Yes,16,Excellent,Medium,80,<100ESOPShares,12,2,Bad,5,3,1,4
No,27,Non-Travel,1450,R & D,3,Bachelor,Medical,1,165,High,Male,79,Medium,JuniorLevel,Research Scientist,High,Divorced,2566,25326,1,Yes,15,Excellent,Very High,80,<100ESOPShares,1,2,Good,1,1,0,1
No,50,Travel_Rarely,1452,R & D,11,Bachelor,Life Sciences,1,166,High,Female,53,High,SeniorLevelL3,Manager,Medium,Single,19926,17053,3,No,15,Excellent,Medium,80,NoStockOption,21,5,Better,5,4,4,4
No,41,Travel_Rarely,465,R & D,14,Bachelor,Life Sciences,1,167,Low,Male,56,High,JuniorLevel,Research Scientist,High,Divorced,2451,4609,4,No,12,Excellent,Low,80,<100ESOPShares,13,2,Better,9,8,1,8
No,30,Travel_Rarely,1339,Sales,5,Bachelor,Life Sciences,1,168,Medium,Female,41,High,SeniorLevelL1,Sales Executive,Very High,Married,9419,8053,2,No,12,Excellent,High,80,<100ESOPShares,12,2,Better,10,9,7,4
No,38,Travel_Rarely,702,Sales,1,Master,Life Sciences,1,169,Low,Female,59,Medium,MidLevel,Sales Executive,Very High,Single,8686,12930,4,No,22,Outstanding,High,80,NoStockOption,12,2,Best,8,3,0,7
No,32,Travel_Rarely,120,R & D,6,Doctor,Life Sciences,1,170,High,Male,43,High,JuniorLevel,Research Scientist,High,Single,3038,12430,3,No,20,Outstanding,Low,80,NoStockOption,8,2,Better,5,4,1,4
No,27,Travel_Rarely,1157,R & D,17,Bachelor,Technical Degree,1,171,High,Male,51,High,JuniorLevel,Research Scientist,Medium,Married,3058,13364,0,Yes,16,Excellent,Very High,80,<100ESOPShares,6,3,Good,5,2,1,1
Yes,19,Travel_Frequently,602,Sales,1,Below College,Technical Degree,1,172,High,Female,100,Low,JuniorLevel,Sales Representative,Low,Single,2325,20989,0,No,21,Outstanding,Low,80,NoStockOption,1,5,Best,0,0,0,0
No,36,Travel_Frequently,1480,R & D,3,College,Medical,1,173,Very High,Male,30,High,JuniorLevel,Laboratory Technician,Medium,Single,2088,15062,4,No,12,Excellent,High,80,NoStockOption,13,3,Good,8,7,7,2
No,30,Non-Travel,111,R & D,9,Bachelor,Medical,1,174,High,Male,66,High,MidLevel,Laboratory Technician,Low,Divorced,3072,11012,1,No,11,Excellent,High,80,100-500ESOPShares,12,4,Better,12,9,6,10
No,45,Travel_Rarely,1268,Sales,4,College,Life Sciences,1,175,High,Female,30,High,MidLevel,Sales Executive,Low,Divorced,5006,6319,4,Yes,11,Excellent,Low,80,<100ESOPShares,9,3,Best,5,4,0,3
No,56,Travel_Rarely,713,R & D,8,Bachelor,Life Sciences,1,176,High,Female,67,High,JuniorLevel,Research Scientist,Low,Divorced,4257,13939,4,Yes,18,Excellent,High,80,<100ESOPShares,19,3,Better,2,2,2,2
No,33,Travel_Rarely,134,R & D,2,Bachelor,Life Sciences,1,177,High,Male,90,High,JuniorLevel,Research Scientist,Very High,Single,2500,10515,0,No,14,Excellent,Low,80,NoStockOption,4,2,Best,3,1,0,2
Yes,19,Travel_Rarely,303,R & D,2,Bachelor,Life Sciences,1,178,Medium,Male,47,Medium,JuniorLevel,Laboratory Technician,Very High,Single,1102,9241,1,No,22,Outstanding,High,80,NoStockOption,1,3,Good,1,0,1,0
No,46,Travel_Rarely,526,Sales,1,College,Marketing,1,179,Medium,Female,92,High,SeniorLevelL1,Sales Executive,Low,Divorced,10453,2137,1,No,25,Outstanding,High,80,>500ESOPShares,24,2,Better,24,13,15,7
No,38,Travel_Rarely,1380,R & D,9,College,Life Sciences,1,180,High,Female,75,High,JuniorLevel,Laboratory Technician,Very High,Single,2288,6319,1,No,12,Excellent,High,80,NoStockOption,2,3,Better,2,2,2,1
No,31,Travel_Rarely,140,R & D,12,Below College,Medical,1,181,High,Female,95,High,JuniorLevel,Research Scientist,Very High,Married,3929,6984,8,Yes,23,Outstanding,High,80,<100ESOPShares,7,0,Better,4,2,0,2
No,34,Travel_Rarely,629,R & D,27,College,Medical,1,182,Very High,Female,95,High,JuniorLevel,Research Scientist,Medium,Single,2311,5711,2,No,15,Excellent,Very High,80,NoStockOption,9,3,Better,3,2,1,2
Yes,41,Travel_Rarely,1356,Sales,20,College,Marketing,1,183,Medium,Female,70,High,JuniorLevel,Sales Representative,Medium,Single,3140,21728,1,Yes,22,Outstanding,Very High,80,NoStockOption,4,5,Good,4,3,0,2
No,50,Travel_Rarely,328,R & D,1,Bachelor,Medical,1,184,High,Male,86,Medium,JuniorLevel,Laboratory Technician,High,Married,3690,3425,2,No,15,Excellent,Very High,80,<100ESOPShares,5,2,Good,3,2,0,2
No,53,Travel_Rarely,1084,R & D,13,College,Medical,1,185,Very High,Female,57,Very High,MidLevel,Manufacturing Director,Low,Divorced,4450,26250,1,No,11,Excellent,High,80,100-500ESOPShares,5,3,Better,4,2,1,3
No,33,Travel_Rarely,931,R & D,14,Bachelor,Medical,1,186,Very High,Female,72,High,JuniorLevel,Research Scientist,Medium,Married,2756,4673,1,No,13,Excellent,Very High,80,<100ESOPShares,8,5,Better,8,7,1,6
No,40,Travel_Rarely,989,R & D,4,Below College,Medical,1,187,Very High,Female,46,High,SeniorLevelL3,Manager,High,Married,19033,6499,1,No,14,Excellent,Medium,80,<100ESOPShares,21,2,Better,20,8,9,9
No,55,Travel_Rarely,692,R & D,14,Master,Medical,1,188,High,Male,61,Very High,SeniorLevelL3,Research Director,Medium,Single,18722,13339,8,No,11,Excellent,Very High,80,NoStockOption,36,3,Better,24,15,2,15
No,34,Travel_Frequently,1069,R & D,2,Below College,Life Sciences,1,189,Very High,Male,45,Medium,MidLevel,Manufacturing Director,High,Married,9547,14074,1,No,17,Excellent,High,80,NoStockOption,10,2,Good,10,9,1,9
No,51,Travel_Rarely,313,R & D,3,Bachelor,Medical,1,190,Very High,Female,98,High,SeniorLevelL2,Healthcare Representative,Medium,Single,13734,7192,3,No,18,Excellent,High,80,NoStockOption,21,6,Better,7,7,1,0
No,52,Travel_Rarely,699,R & D,1,Master,Life Sciences,1,191,High,Male,65,Medium,SeniorLevelL3,Manager,High,Married,19999,5678,0,No,14,Excellent,Low,80,<100ESOPShares,34,5,Better,33,18,11,9
No,27,Travel_Rarely,894,R & D,9,Bachelor,Medical,1,192,Very High,Female,99,High,JuniorLevel,Research Scientist,Medium,Single,2279,11781,1,No,16,Excellent,Very High,80,NoStockOption,7,2,Good,7,7,0,3
Yes,35,Travel_Rarely,556,R & D,23,College,Life Sciences,1,193,Medium,Male,50,Medium,MidLevel,Manufacturing Director,High,Married,5916,15497,3,Yes,13,Excellent,Low,80,NoStockOption,8,1,Better,1,0,0,1
No,43,Non-Travel,1344,R & D,7,Bachelor,Medical,1,194,Very High,Male,37,Very High,JuniorLevel,Research Scientist,Very High,Divorced,2089,5228,4,No,14,Excellent,Very High,80,>500ESOPShares,7,3,Best,5,4,2,2
No,45,Non-Travel,1195,R & D,2,College,Medical,1,195,Low,Male,65,Medium,SeniorLevelL2,Manager,Very High,Married,16792,20462,9,No,23,Outstanding,Very High,80,<100ESOPShares,22,1,Better,20,8,11,8
No,37,Travel_Rarely,290,R & D,21,Bachelor,Life Sciences,1,196,Medium,Male,65,Very High,JuniorLevel,Research Scientist,Low,Married,3564,22977,1,Yes,12,Excellent,Low,80,<100ESOPShares,8,3,Good,8,7,1,7
No,35,Travel_Frequently,138,R & D,2,Bachelor,Medical,1,197,Medium,Female,37,High,MidLevel,Laboratory Technician,Medium,Single,4425,15986,5,No,11,Excellent,Very High,80,NoStockOption,10,5,Better,6,2,1,2
No,42,Non-Travel,926,R & D,21,College,Medical,1,198,High,Female,36,High,MidLevel,Manufacturing Director,High,Divorced,5265,16439,2,No,16,Excellent,Medium,80,<100ESOPShares,11,5,Better,5,3,0,2
No,38,Travel_Rarely,1261,R & D,2,Master,Life Sciences,1,199,Very High,Male,88,High,MidLevel,Manufacturing Director,High,Married,6553,7259,9,No,14,Excellent,Medium,80,NoStockOption,14,3,Better,1,0,0,0
No,38,Travel_Rarely,1084,R & D,29,Bachelor,Technical Degree,1,200,Very High,Male,54,High,MidLevel,Manufacturing Director,Very High,Married,6261,4185,3,No,18,Excellent,Low,80,<100ESOPShares,9,3,Bad,7,7,1,7
No,27,Travel_Frequently,472,R & D,1,Below College,Technical Degree,1,201,High,Male,60,Medium,MidLevel,Manufacturing Director,Low,Married,4298,9679,5,No,19,Excellent,High,80,<100ESOPShares,6,1,Better,2,2,2,0
No,49,Non-Travel,1002,R & D,18,Master,Life Sciences,1,202,Very High,Male,92,High,MidLevel,Manufacturing Director,Very High,Divorced,6804,23793,1,Yes,15,Excellent,Low,80,100-500ESOPShares,7,0,Better,7,7,1,7
No,34,Travel_Frequently,878,R & D,10,Master,Medical,1,203,Very High,Male,43,High,JuniorLevel,Research Scientist,High,Divorced,3815,5972,1,Yes,17,Excellent,Very High,80,<100ESOPShares,5,4,Best,5,3,2,0
No,40,Travel_Rarely,905,R & D,19,College,Medical,1,204,High,Male,99,High,MidLevel,Laboratory Technician,Very High,Married,2741,16523,8,Yes,15,Excellent,High,80,<100ESOPShares,15,2,Best,7,2,3,7
Yes,38,Travel_Rarely,1180,R & D,29,Below College,Medical,1,205,Medium,Male,70,High,MidLevel,Healthcare Representative,Low,Married,6673,11354,7,Yes,19,Excellent,Medium,80,NoStockOption,17,2,Better,1,0,0,0
Yes,29,Travel_Rarely,121,Sales,27,Bachelor,Marketing,1,206,Medium,Female,35,High,SeniorLevelL1,Sales Executive,Very High,Married,7639,24525,1,No,22,Outstanding,Very High,80,>500ESOPShares,10,3,Good,10,4,1,9
No,22,Travel_Rarely,1136,R & D,5,Bachelor,Life Sciences,1,207,Very High,Male,60,Very High,JuniorLevel,Research Scientist,Medium,Divorced,2328,12392,1,Yes,16,Excellent,Low,80,<100ESOPShares,4,2,Good,4,2,2,2
No,36,Travel_Frequently,635,R & D,18,Below College,Medical,1,208,Medium,Female,73,High,JuniorLevel,Laboratory Technician,Very High,Single,2153,7703,1,No,13,Excellent,Low,80,NoStockOption,8,2,Better,8,1,1,7
No,40,Non-Travel,1151,R & D,9,Doctor,Life Sciences,1,209,Very High,Male,63,Medium,MidLevel,Healthcare Representative,Very High,Married,4876,14242,9,No,14,Excellent,Very High,80,<100ESOPShares,5,5,Bad,3,2,0,2
No,46,Travel_Rarely,644,R & D,1,Master,Medical,1,210,Very High,Male,97,High,SeniorLevelL1,Healthcare Representative,Low,Divorced,9396,12368,7,No,16,Excellent,High,80,<100ESOPShares,17,3,Better,4,2,0,3
Yes,32,Travel_Rarely,1045,Sales,4,Master,Medical,1,211,Very High,Male,32,Low,SeniorLevelL1,Sales Executive,Very High,Married,10400,25812,1,No,11,Excellent,High,80,NoStockOption,14,2,Good,14,8,9,8
No,30,Non-Travel,829,R & D,1,Below College,Life Sciences,1,212,High,Male,88,Medium,SeniorLevelL1,Manufacturing Director,High,Single,8474,20925,1,No,22,Outstanding,High,80,NoStockOption,12,2,Better,11,8,5,8
No,27,Travel_Frequently,1242,Sales,20,Bachelor,Life Sciences,1,213,Very High,Female,90,High,MidLevel,Sales Executive,High,Single,9981,12916,1,No,14,Excellent,Very High,80,NoStockOption,7,2,Better,7,7,0,7
No,51,Travel_Rarely,1469,R & D,8,Master,Life Sciences,1,214,Medium,Male,81,Medium,SeniorLevelL1,Research Director,Medium,Married,12490,15736,5,No,16,Excellent,Very High,80,100-500ESOPShares,16,5,Bad,10,9,4,7
Yes,30,Travel_Rarely,1005,R & D,3,Bachelor,Technical Degree,1,215,Very High,Female,88,High,JuniorLevel,Research Scientist,Low,Single,2657,8556,5,Yes,11,Excellent,High,80,NoStockOption,8,5,Better,5,2,0,4
No,41,Travel_Rarely,896,Sales,6,Bachelor,Life Sciences,1,216,Very High,Female,75,High,SeniorLevelL1,Manager,Very High,Single,13591,14674,3,Yes,18,Excellent,High,80,NoStockOption,16,3,Better,1,0,0,0
Yes,30,Travel_Frequently,334,Sales,26,Master,Marketing,1,217,High,Female,52,Medium,MidLevel,Sales Executive,Low,Single,6696,22967,5,No,15,Excellent,High,80,NoStockOption,9,5,Good,6,3,0,1
Yes,29,Travel_Rarely,992,R & D,1,Bachelor,Technical Degree,1,218,High,Male,85,High,JuniorLevel,Research Scientist,High,Single,2058,19757,0,No,14,Excellent,Very High,80,NoStockOption,7,1,Good,6,2,1,5
No,45,Non-Travel,1052,Sales,6,Bachelor,Medical,1,219,Very High,Female,57,Medium,SeniorLevelL1,Sales Executive,Very High,Single,8865,16840,6,No,12,Excellent,Very High,80,NoStockOption,23,2,Better,19,7,12,8
No,54,Travel_Rarely,1147,Sales,3,Bachelor,Marketing,1,220,Very High,Female,52,High,MidLevel,Sales Executive,Low,Married,5940,17011,2,No,14,Excellent,Very High,80,<100ESOPShares,16,4,Better,6,2,0,5
No,36,Travel_Rarely,1396,R & D,5,College,Life Sciences,1,221,Very High,Male,62,High,MidLevel,Laboratory Technician,Medium,Single,5914,9945,8,No,16,Excellent,Very High,80,NoStockOption,16,3,Best,13,11,3,7
No,33,Travel_Rarely,147,R & D,4,Master,Medical,1,222,High,Female,47,Medium,JuniorLevel,Research Scientist,Medium,Married,2622,13248,6,No,21,Outstanding,Very High,80,NoStockOption,7,3,Better,3,2,1,1
